4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,4,9,10,0,0,0,0,0,0,0,0,0,0,0,8,9,6,0,17,
17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,
17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,4,9,10,0,8,9,6,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,24,9,9,9,9,9,26,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
17,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,17,
24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26,
