21
21
3,8,8,8,8,8,8,8,8,9,11,7,8,8,8,8,8,8,8,8,5,
16,27,29,29,29,29,29,29,29,11,11,11,29,29,29,29,29,29,29,27,16,
16,29,0,1,2,29,7,9,29,0,1,2,29,0,2,29,0,1,2,29,16,
16,29,10,11,12,29,29,29,29,10,11,12,29,10,12,29,10,11,12,29,16,
16,29,20,21,22,29,7,9,29,20,21,22,29,20,22,29,20,21,22,29,16,
16,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,16,
16,29,0,1,2,29,3,8,9,11,17,11,7,8,5,29,6,29,6,29,16,
16,29,20,21,22,29,16,11,11,11,30,11,11,11,16,29,26,29,26,29,16,
16,29,29,29,29,29,16,11,7,8,8,8,9,11,16,29,29,29,29,29,16,
26,11,0,1,2,29,26,11,29,29,27,29,29,11,26,29,0,1,2,11,26,
11,11,10,11,12,29,11,19,3,8,8,8,5,19,11,29,10,11,12,11,11,
6,11,20,21,22,29,6,11,16,33,32,34,16,11,6,29,20,21,22,11,6,
16,29,29,29,29,29,16,11,23,9,18,7,25,11,16,29,29,29,29,29,16,
16,29,6,29,6,29,16,11,11,11,31,11,11,11,16,29,0,1,2,29,16,
16,29,26,29,26,29,23,8,9,11,17,11,7,8,25,29,20,21,22,29,16,
16,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,16,
16,29,0,1,2,29,0,2,29,0,1,2,29,7,9,29,0,1,2,29,16,
16,29,10,11,12,29,10,12,29,10,11,12,29,29,29,29,10,11,12,29,16,
16,29,20,21,22,29,20,22,29,20,21,22,29,7,9,29,20,21,22,29,16,
16,27,29,29,29,29,29,29,29,11,11,11,29,29,29,29,29,29,29,27,16,
23,8,8,8,8,8,8,8,8,9,11,7,8,8,8,8,8,8,8,8,25,
